name,link,category,based_in,tags,founded
CorpLife,https://www.eu-startups.com/directory/corplife/,Austria,Vienna,"expense, savings, assistant",2015
Leichtgemacht,https://www.eu-startups.com/directory/leichtgemacht/,Austria,Vienna,"comparison, crafts, prices",2015
Hanfgarten,https://www.eu-startups.com/directory/hanfgarten/,Austria,Graz,"Retail, CBD products, Cannabis Accessories",2015
ForTunes,https://www.eu-startups.com/directory/fortunes/,Austria,Vienna,"Music Tech, Music Data Analytic, Music Creation",2015
Ubiq,https://www.eu-startups.com/directory/ubiq/,Austria,Vienna,"Mobility, AI, Parkbob, Ubiq, Vienna",2015
PowUnity,https://www.eu-startups.com/directory/powunity/,Austria,Österreich,"Sport Tech, NeverLose, GPS, Location tracker, PowUnity, Österreich",2015
Playbrush,https://www.eu-startups.com/directory/playbrush/,Austria,"Vienna, London","mHealth, Mobile Gaming, Gamification, Playbrush, Vienna",2015
Gronda,https://www.eu-startups.com/directory/gronda/,Austria,Tirol,"Hospitality, Gastronomie, HR Tech, Connecting Professionals, Gronda, Tirol",2015
PAYUCA,https://www.eu-startups.com/directory/payuca/,Austria,Vienna,"IoT, Mobility, Parking, PAYUCA, Vienna",2015
Presono,https://www.eu-startups.com/directory/presono/,Austria,Linz,"Presentation, Design, Analytics, Presono, Austria",2015
x.news,https://www.eu-startups.com/directory/x-news/,Austria,Pinkafeld,"News, Digital Media, Research, Aggregate, Information Monitoring, Marketing",2015
Medicus AI,https://www.eu-startups.com/directory/medicus-ai/,Austria,Vienna,"Analytics, Artificial Intelligence, Health Diagnostics, Intelligent Systems, Medical, Predictive Analytics",2015
ready2order,https://www.eu-startups.com/directory/ready2order/,Austria,Vienna,"Financial Services, FinTech, Mobile Payments, Payments, Software",2015
Ease-Link,https://www.eu-startups.com/directory/ease-link/,Austria,Graz,"Automotive, Industrial Automation",2015
Healcloud,https://www.eu-startups.com/directory/healcloud/,Austria,Vienna,"Big Data, Health Care",2015
Bikemap,https://www.eu-startups.com/directory/bikemap-2/,Austria,Vienna,"Navigation, Sports, Travel",2015
Rendity,https://www.eu-startups.com/directory/rendity/,Austria,Vienna,"Finance, Financial Services, Real Estate",2015
Ubiq.ai,https://www.eu-startups.com/directory/ubiq-ai/,Austria,Vienna,"Autonomous Vehicles, Car Sharing, Internet, Last Mile Transportation, Parking, Sensor, Smart Cities, Software, Transportation",2015
Vira Therapeutics,https://www.eu-startups.com/directory/vira-therapeutics/,Austria,Innsbruck,"Biotechnology, Health Care, Medical, Therapeutics",2015
Bitpanda,https://www.eu-startups.com/directory/bitpanda-2/,Austria,Vienna,"Bitcoin, Blockchain, Cryptocurrency, FinTech",2014
Storyclash,https://www.eu-startups.com/directory/storyclash/,Austria,Linz,"analytics, social media, real time",2014
Tapkey,https://www.eu-startups.com/directory/tapkey-gmbh/,Austria,"Vienna, Austria","Smart Home, Smart Keys, Locking Devices",2014
USound,https://www.eu-startups.com/directory/usound/,Austria,Graz,"Audio Platform, SoundTech, Micro Speakers",2014
Bitpanda,https://www.eu-startups.com/directory/bitpanda/,Austria,Vienna,"Retail, Cryptocurrency, FinTech",2014
CheckYeti,https://www.eu-startups.com/directory/checkyeti/,Austria,Vienna,"Travel Tech, Comparing and Booking Platform, Winter Activities",2014
Finnest,https://www.eu-startups.com/directory/finnest/,Austria,Vienna,"FinTech, Lending Platform, Invest, Financing",2014
Cyberith,https://www.eu-startups.com/directory/cyberith/,Austria,Vienna,"VR, Gaming, Virtualizer, Cyberith, Vienna",2014
Nuki,https://www.eu-startups.com/directory/nuki/,Austria,Graz,"Nuki, Smart Home, Smart Lock, IoT, Home Solutions, Graz",2014
Global Rockstar,https://www.eu-startups.com/directory/global-rockstar/,Austria,Vienna,"Music Tech, Marketplace, Fundraising, Global Rockstar, Vienna",2014
Journi,https://www.eu-startups.com/directory/journi/,Austria,Vienna,"TravelTech, AI, Photo Album, Blogging, Printing, Design, Journi, Vienna",2014
Zizoo,https://www.eu-startups.com/directory/zizoo-2/,Austria,Vienna,"TraveTech, Boat Rental Platform, Sailing, Zizoo, Vienna, Berlin",2014
flight4sale.com,https://www.eu-startups.com/directory/flight4sale-com/,Austria,Innsbruck,,2014
Breathe ilo,https://www.eu-startups.com/directory/breathe-ilo/,Austria,Graz,"Healthcare, Lifestyle, Personal Health",2014
StartUs Insights,https://www.eu-startups.com/directory/startus-insights/,Austria,Vienna,"Saas, data science, innovation intelligence, innovation scouting, startup scouting, business intelligence",2014
Evermede,https://www.eu-startups.com/directory/evermede/,Austria,Vienna,"Business Intelligence, Digital Media, SaaS, Social Media, Software",2014
Platomics,https://www.eu-startups.com/directory/platomics/,Austria,Vienna,"Health Care, Information Technology, Software",2014
Rouge H2 Engineering,https://www.eu-startups.com/directory/rouge-h2-engineering/,Austria,Graz,"Industrial, Infrastructure, Intelligent Systems",2014
IXOPAY,https://www.eu-startups.com/directory/ixopay/,Austria,Vienna,"B2B, E-Commerce, Enterprise Software, Financial Services, FinTech, Mobile Payments, SaaS, Software",2014
Eologix,https://www.eu-startups.com/directory/eologix/,Austria,Graz,"Apps, Fitness, Sports",2014
Luke Roberts,https://www.eu-startups.com/directory/luke-roberts/,Austria,Vienna,"Consumer Electronics, Lighting, Smart Home",2014
USound,https://www.eu-startups.com/directory/usound-2/,Austria,Graz,"Audio, Electronics, Semiconductor, Wearables",2014
Graspskills,https://www.eu-startups.com/directory/graspskills/,Austria,Vienna,"training products, IT services, education",2013
dieNanny.at,https://www.eu-startups.com/directory/dienanny-at/,Austria,Aschbach,"Social Network, Family Tech, Child Care",2013
Quest Global Technologies,https://www.eu-startups.com/directory/quest-global-technologies/,Austria,Tempe,"blockchain development ,blockchain application development company,blockchain development",2013
Usersnap,https://www.eu-startups.com/directory/usersnap/,Austria,"Perg, Austria","Feedback solutions, Screenshots, SaaS",2013
Crate.io,https://www.eu-startups.com/directory/crate-io/,Austria,Dornbirn,"Database Management, Open Source, Docker, SQL, Edge Computing",2013
Hello Stage,https://www.eu-startups.com/directory/hello-stage/,Austria,Vienna,"Music Tech, Entertainment, Online Community, Classical Music",2013
Robo Wunderkind,https://www.eu-startups.com/directory/robo-wunderkind/,Austria,Vienna,"Robotics, Kids Tech, EdTech, PlayTech",2013
Keyper,https://www.eu-startups.com/directory/keyper/,Austria,Wiener Neustadt,"SaaS, White Label, Ticketing, Events, Keyper, Wiener Neustadt",2013
Smashcast,https://www.eu-startups.com/directory/smashcast/,Austria,Vienna,"Smashcast, Vienna",2013
PlanRadar,https://www.eu-startups.com/directory/planradar/,Austria,Vienna,"SaaS, PropTech, Construction, Real Estate, PlanRadar, Vienna, London",2013
Anyline,https://www.eu-startups.com/directory/anyline/,Austria,Vienna,"Augmented Reality, AI, Anyline, Vienna",2013
Angermann IT-Services GmbH,https://www.eu-startups.com/directory/angermann-it-services-gmbh/,Austria,Vienna,"Web,Development,SEO",2012
Tractive,https://www.eu-startups.com/directory/tractive/,Austria,Linz,"Pet tech, GPS & Health Tracker",2012
Kompany,https://www.eu-startups.com/directory/kompany/,Austria,Vienna,"B2B ,FinTech, GovTech, Information Services, Information Technology",2012
LingoHub,https://www.eu-startups.com/directory/lingohub/,Austria,Linz,"Translation Management Software, Web Development",2012
bitmovin,https://www.eu-startups.com/directory/bitmovin/,Austria,Klagenfurt,"Multimedia, HR Tech, Communication Tools",2012
Samyak Buildcon,https://www.eu-startups.com/directory/samyak-buildcon/,Austria,Ahmedabad,Plot in Dholera SIR,2012
kompany,https://www.eu-startups.com/directory/kompany-2/,Austria,Vienna,"RegTech, business Verification, Business KYC",2012
MySugr,https://www.eu-startups.com/directory/mysugr/,Austria,Vienna,"Diabetes, eHealth, Healthcare, MySugr, Vienna",2012
NGOJobs,https://www.eu-startups.com/directory/ngojobs/,Austria,Vienna,"HR Tech, NGO, Job Board",2012
INISMO,https://www.eu-startups.com/directory/inismo/,Austria,Klagenfurt,"Funding Platform, Investment Management, FinTech",2011
TourRadar,https://www.eu-startups.com/directory/tourradar/,Austria,Vienna,"TravelTech, Travel Marketplace, River Cruises, TourRadar, Vienna",2010
TextUnited,https://www.eu-startups.com/directory/textunited/,Austria,Vienna,"Platform, Translation, Translation Service, Enterprise Software, Localization",2009
Text United,https://www.eu-startups.com/directory/text-united/,Austria,"Vienna, Austria","Translation Software, Language tech, Integration Tool",2009
smaXtec animal care,https://www.eu-startups.com/directory/smaxtec-animal-care-gmbh/,Austria,Graz,"FarmTech, Animal Healthcare, MedTech",2009
Runtastic,https://www.eu-startups.com/directory/runtastic/,Austria,Linz,"Activity Tracker, Fitness app, Healthcare",2009
toolani,https://www.eu-startups.com/directory/toolani/,Austria,Vienna,"Online Calls Software, Connectivity, Telecom",2008
Matchoffice Österreich,https://www.eu-startups.com/directory/matchoffice-osterreich/,Austria,Wien,"Office rentals, Business centres",2008
Kununu,https://www.eu-startups.com/directory/kununu/,Austria,Vienna,"Anonymous Feedback, Companies Rating, Reviews Platform",2007
MatchOffice.at / Shared Space Wien,https://www.eu-startups.com/directory/matchoffice-at-shared-space-wien/,Austria,Wien,"coworking, office, austria",2004
